"Lat","Lon","Lat_d","Lon_d","Cont"
70,18,-82.5,63.75,"Antartica"
71,18,-85,63.75,"Antartica"
72,18,-87.5,63.75,"Antartica"
73,18,-90,63.75,"Antartica"
68,19,-77.5,67.5,"Antartica"
69,19,-80,67.5,"Antartica"
70,19,-82.5,67.5,"Antartica"
71,19,-85,67.5,"Antartica"
72,19,-87.5,67.5,"Antartica"
73,19,-90,67.5,"Antartica"
68,20,-77.5,71.25,"Antartica"
69,20,-80,71.25,"Antartica"
70,20,-82.5,71.25,"Antartica"
71,20,-85,71.25,"Antartica"
72,20,-87.5,71.25,"Antartica"
73,20,-90,71.25,"Antartica"
68,21,-77.5,75,"Antartica"
69,21,-80,75,"Antartica"
70,21,-82.5,75,"Antartica"
71,21,-85,75,"Antartica"
72,21,-87.5,75,"Antartica"
73,21,-90,75,"Antartica"
67,22,-75,78.75,"Antartica"
68,22,-77.5,78.75,"Antartica"
69,22,-80,78.75,"Antartica"
70,22,-82.5,78.75,"Antartica"
71,22,-85,78.75,"Antartica"
72,22,-87.5,78.75,"Antartica"
73,22,-90,78.75,"Antartica"
67,23,-75,82.5,"Antartica"
68,23,-77.5,82.5,"Antartica"
69,23,-80,82.5,"Antartica"
70,23,-82.5,82.5,"Antartica"
71,23,-85,82.5,"Antartica"
72,23,-87.5,82.5,"Antartica"
73,23,-90,82.5,"Antartica"
67,24,-75,86.25,"Antartica"
68,24,-77.5,86.25,"Antartica"
69,24,-80,86.25,"Antartica"
70,24,-82.5,86.25,"Antartica"
71,24,-85,86.25,"Antartica"
72,24,-87.5,86.25,"Antartica"
73,24,-90,86.25,"Antartica"
67,25,-75,90,"Antartica"
68,25,-77.5,90,"Antartica"
69,25,-80,90,"Antartica"
70,25,-82.5,90,"Antartica"
71,25,-85,90,"Antartica"
72,25,-87.5,90,"Antartica"
73,25,-90,90,"Antartica"
67,26,-75,93.75,"Antartica"
68,26,-77.5,93.75,"Antartica"
69,26,-80,93.75,"Antartica"
70,26,-82.5,93.75,"Antartica"
71,26,-85,93.75,"Antartica"
72,26,-87.5,93.75,"Antartica"
73,26,-90,93.75,"Antartica"
67,27,-75,97.5,"Antartica"
68,27,-77.5,97.5,"Antartica"
70,27,-82.5,97.5,"Antartica"
71,27,-85,97.5,"Antartica"
72,27,-87.5,97.5,"Antartica"
73,27,-90,97.5,"Antartica"
67,28,-75,101.25,"Antartica"
68,28,-77.5,101.25,"Antartica"
70,28,-82.5,101.25,"Antartica"
71,28,-85,101.25,"Antartica"
72,28,-87.5,101.25,"Antartica"
73,28,-90,101.25,"Antartica"
66,29,-72.5,105,"Antartica"
67,29,-75,105,"Antartica"
68,29,-77.5,105,"Antartica"
70,29,-82.5,105,"Antartica"
71,29,-85,105,"Antartica"
72,29,-87.5,105,"Antartica"
73,29,-90,105,"Antartica"
66,30,-72.5,108.75,"Antartica"
67,30,-75,108.75,"Antartica"
71,30,-85,108.75,"Antartica"
72,30,-87.5,108.75,"Antartica"
73,30,-90,108.75,"Antartica"
64,31,-67.5,112.5,"Antartica"
65,31,-70,112.5,"Antartica"
66,31,-72.5,112.5,"Antartica"
67,31,-75,112.5,"Antartica"
71,31,-85,112.5,"Antartica"
72,31,-87.5,112.5,"Antartica"
73,31,-90,112.5,"Antartica"
66,32,-72.5,116.25,"Antartica"
67,32,-75,116.25,"Antartica"
71,32,-85,116.25,"Antartica"
72,32,-87.5,116.25,"Antartica"
73,32,-90,116.25,"Antartica"
71,33,-85,120,"Antartica"
72,33,-87.5,120,"Antartica"
73,33,-90,120,"Antartica"
71,34,-85,123.75,"Antartica"
72,34,-87.5,123.75,"Antartica"
73,34,-90,123.75,"Antartica"
69,35,-80,127.5,"Antartica"
71,35,-85,127.5,"Antartica"
72,35,-87.5,127.5,"Antartica"
73,35,-90,127.5,"Antartica"
69,36,-80,131.25,"Antartica"
71,36,-85,131.25,"Antartica"
72,36,-87.5,131.25,"Antartica"
73,36,-90,131.25,"Antartica"
71,37,-85,135,"Antartica"
72,37,-87.5,135,"Antartica"
73,37,-90,135,"Antartica"
70,38,-82.5,138.75,"Antartica"
71,38,-85,138.75,"Antartica"
72,38,-87.5,138.75,"Antartica"
73,38,-90,138.75,"Antartica"
69,39,-80,142.5,"Antartica"
70,39,-82.5,142.5,"Antartica"
71,39,-85,142.5,"Antartica"
72,39,-87.5,142.5,"Antartica"
73,39,-90,142.5,"Antartica"
69,40,-80,146.25,"Antartica"
70,40,-82.5,146.25,"Antartica"
71,40,-85,146.25,"Antartica"
72,40,-87.5,146.25,"Antartica"
73,40,-90,146.25,"Antartica"
69,41,-80,150,"Antartica"
70,41,-82.5,150,"Antartica"
71,41,-85,150,"Antartica"
72,41,-87.5,150,"Antartica"
73,41,-90,150,"Antartica"
68,42,-77.5,153.75,"Antartica"
69,42,-80,153.75,"Antartica"
70,42,-82.5,153.75,"Antartica"
71,42,-85,153.75,"Antartica"
72,42,-87.5,153.75,"Antartica"
73,42,-90,153.75,"Antartica"
68,43,-77.5,157.5,"Antartica"
69,43,-80,157.5,"Antartica"
70,43,-82.5,157.5,"Antartica"
71,43,-85,157.5,"Antartica"
72,43,-87.5,157.5,"Antartica"
73,43,-90,157.5,"Antartica"
67,44,-75,161.25,"Antartica"
68,44,-77.5,161.25,"Antartica"
69,44,-80,161.25,"Antartica"
70,44,-82.5,161.25,"Antartica"
71,44,-85,161.25,"Antartica"
72,44,-87.5,161.25,"Antartica"
73,44,-90,161.25,"Antartica"
67,45,-75,165,"Antartica"
68,45,-77.5,165,"Antartica"
69,45,-80,165,"Antartica"
70,45,-82.5,165,"Antartica"
71,45,-85,165,"Antartica"
72,45,-87.5,165,"Antartica"
73,45,-90,165,"Antartica"
66,46,-72.5,168.75,"Antartica"
67,46,-75,168.75,"Antartica"
68,46,-77.5,168.75,"Antartica"
69,46,-80,168.75,"Antartica"
70,46,-82.5,168.75,"Antartica"
71,46,-85,168.75,"Antartica"
72,46,-87.5,168.75,"Antartica"
73,46,-90,168.75,"Antartica"
66,47,-72.5,172.5,"Antartica"
67,47,-75,172.5,"Antartica"
68,47,-77.5,172.5,"Antartica"
69,47,-80,172.5,"Antartica"
70,47,-82.5,172.5,"Antartica"
71,47,-85,172.5,"Antartica"
72,47,-87.5,172.5,"Antartica"
73,47,-90,172.5,"Antartica"
66,48,-72.5,176.25,"Antartica"
67,48,-75,176.25,"Antartica"
68,48,-77.5,176.25,"Antartica"
69,48,-80,176.25,"Antartica"
70,48,-82.5,176.25,"Antartica"
71,48,-85,176.25,"Antartica"
72,48,-87.5,176.25,"Antartica"
73,48,-90,176.25,"Antartica"
66,49,-72.5,180,"Antartica"
67,49,-75,180,"Antartica"
68,49,-77.5,180,"Antartica"
69,49,-80,180,"Antartica"
70,49,-82.5,180,"Antartica"
71,49,-85,180,"Antartica"
72,49,-87.5,180,"Antartica"
73,49,-90,180,"Antartica"
66,50,-72.5,183.75,"Antartica"
67,50,-75,183.75,"Antartica"
68,50,-77.5,183.75,"Antartica"
69,50,-80,183.75,"Antartica"
70,50,-82.5,183.75,"Antartica"
71,50,-85,183.75,"Antartica"
72,50,-87.5,183.75,"Antartica"
73,50,-90,183.75,"Antartica"
66,51,-72.5,187.5,"Antartica"
67,51,-75,187.5,"Antartica"
68,51,-77.5,187.5,"Antartica"
69,51,-80,187.5,"Antartica"
70,51,-82.5,187.5,"Antartica"
71,51,-85,187.5,"Antartica"
72,51,-87.5,187.5,"Antartica"
73,51,-90,187.5,"Antartica"
66,52,-72.5,191.25,"Antartica"
67,52,-75,191.25,"Antartica"
68,52,-77.5,191.25,"Antartica"
69,52,-80,191.25,"Antartica"
70,52,-82.5,191.25,"Antartica"
71,52,-85,191.25,"Antartica"
72,52,-87.5,191.25,"Antartica"
73,52,-90,191.25,"Antartica"
66,53,-72.5,195,"Antartica"
67,53,-75,195,"Antartica"
68,53,-77.5,195,"Antartica"
69,53,-80,195,"Antartica"
70,53,-82.5,195,"Antartica"
71,53,-85,195,"Antartica"
72,53,-87.5,195,"Antartica"
73,53,-90,195,"Antartica"
66,54,-72.5,198.75,"Antartica"
67,54,-75,198.75,"Antartica"
68,54,-77.5,198.75,"Antartica"
69,54,-80,198.75,"Antartica"
70,54,-82.5,198.75,"Antartica"
71,54,-85,198.75,"Antartica"
72,54,-87.5,198.75,"Antartica"
73,54,-90,198.75,"Antartica"
66,55,-72.5,202.5,"Antartica"
67,55,-75,202.5,"Antartica"
68,55,-77.5,202.5,"Antartica"
69,55,-80,202.5,"Antartica"
70,55,-82.5,202.5,"Antartica"
71,55,-85,202.5,"Antartica"
72,55,-87.5,202.5,"Antartica"
73,55,-90,202.5,"Antartica"
66,56,-72.5,206.25,"Antartica"
67,56,-75,206.25,"Antartica"
68,56,-77.5,206.25,"Antartica"
69,56,-80,206.25,"Antartica"
70,56,-82.5,206.25,"Antartica"
71,56,-85,206.25,"Antartica"
72,56,-87.5,206.25,"Antartica"
73,56,-90,206.25,"Antartica"
66,57,-72.5,210,"Antartica"
67,57,-75,210,"Antartica"
68,57,-77.5,210,"Antartica"
69,57,-80,210,"Antartica"
70,57,-82.5,210,"Antartica"
71,57,-85,210,"Antartica"
72,57,-87.5,210,"Antartica"
73,57,-90,210,"Antartica"
66,58,-72.5,213.75,"Antartica"
67,58,-75,213.75,"Antartica"
68,58,-77.5,213.75,"Antartica"
69,58,-80,213.75,"Antartica"
70,58,-82.5,213.75,"Antartica"
71,58,-85,213.75,"Antartica"
72,58,-87.5,213.75,"Antartica"
73,58,-90,213.75,"Antartica"
66,59,-72.5,217.5,"Antartica"
67,59,-75,217.5,"Antartica"
68,59,-77.5,217.5,"Antartica"
69,59,-80,217.5,"Antartica"
70,59,-82.5,217.5,"Antartica"
71,59,-85,217.5,"Antartica"
72,59,-87.5,217.5,"Antartica"
73,59,-90,217.5,"Antartica"
65,60,-70,221.25,"Antartica"
66,60,-72.5,221.25,"Antartica"
67,60,-75,221.25,"Antartica"
68,60,-77.5,221.25,"Antartica"
69,60,-80,221.25,"Antartica"
70,60,-82.5,221.25,"Antartica"
71,60,-85,221.25,"Antartica"
72,60,-87.5,221.25,"Antartica"
73,60,-90,221.25,"Antartica"
65,61,-70,225,"Antartica"
66,61,-72.5,225,"Antartica"
67,61,-75,225,"Antartica"
68,61,-77.5,225,"Antartica"
69,61,-80,225,"Antartica"
70,61,-82.5,225,"Antartica"
71,61,-85,225,"Antartica"
72,61,-87.5,225,"Antartica"
73,61,-90,225,"Antartica"
64,62,-67.5,228.75,"Antartica"
65,62,-70,228.75,"Antartica"
66,62,-72.5,228.75,"Antartica"
67,62,-75,228.75,"Antartica"
68,62,-77.5,228.75,"Antartica"
69,62,-80,228.75,"Antartica"
70,62,-82.5,228.75,"Antartica"
71,62,-85,228.75,"Antartica"
72,62,-87.5,228.75,"Antartica"
73,62,-90,228.75,"Antartica"
64,63,-67.5,232.5,"Antartica"
65,63,-70,232.5,"Antartica"
66,63,-72.5,232.5,"Antartica"
67,63,-75,232.5,"Antartica"
68,63,-77.5,232.5,"Antartica"
69,63,-80,232.5,"Antartica"
70,63,-82.5,232.5,"Antartica"
71,63,-85,232.5,"Antartica"
72,63,-87.5,232.5,"Antartica"
73,63,-90,232.5,"Antartica"
65,64,-70,236.25,"Antartica"
66,64,-72.5,236.25,"Antartica"
67,64,-75,236.25,"Antartica"
68,64,-77.5,236.25,"Antartica"
69,64,-80,236.25,"Antartica"
70,64,-82.5,236.25,"Antartica"
71,64,-85,236.25,"Antartica"
72,64,-87.5,236.25,"Antartica"
73,64,-90,236.25,"Antartica"
65,65,-70,240,"Antartica"
66,65,-72.5,240,"Antartica"
67,65,-75,240,"Antartica"
68,65,-77.5,240,"Antartica"
69,65,-80,240,"Antartica"
70,65,-82.5,240,"Antartica"
71,65,-85,240,"Antartica"
72,65,-87.5,240,"Antartica"
73,65,-90,240,"Antartica"
65,66,-70,243.75,"Antartica"
66,66,-72.5,243.75,"Antartica"
67,66,-75,243.75,"Antartica"
68,66,-77.5,243.75,"Antartica"
69,66,-80,243.75,"Antartica"
70,66,-82.5,243.75,"Antartica"
71,66,-85,243.75,"Antartica"
72,66,-87.5,243.75,"Antartica"
73,66,-90,243.75,"Antartica"
57,67,-50,247.5,"Antartica"
65,67,-70,247.5,"Antartica"
67,67,-75,247.5,"Antartica"
68,67,-77.5,247.5,"Antartica"
69,67,-80,247.5,"Antartica"
70,67,-82.5,247.5,"Antartica"
71,67,-85,247.5,"Antartica"
72,67,-87.5,247.5,"Antartica"
73,67,-90,247.5,"Antartica"
66,68,-72.5,251.25,"Antartica"
67,68,-75,251.25,"Antartica"
68,68,-77.5,251.25,"Antartica"
69,68,-80,251.25,"Antartica"
70,68,-82.5,251.25,"Antartica"
71,68,-85,251.25,"Antartica"
72,68,-87.5,251.25,"Antartica"
73,68,-90,251.25,"Antartica"
66,69,-72.5,255,"Antartica"
67,69,-75,255,"Antartica"
68,69,-77.5,255,"Antartica"
69,69,-80,255,"Antartica"
70,69,-82.5,255,"Antartica"
71,69,-85,255,"Antartica"
72,69,-87.5,255,"Antartica"
73,69,-90,255,"Antartica"
65,70,-70,258.75,"Antartica"
66,70,-72.5,258.75,"Antartica"
67,70,-75,258.75,"Antartica"
68,70,-77.5,258.75,"Antartica"
69,70,-80,258.75,"Antartica"
70,70,-82.5,258.75,"Antartica"
71,70,-85,258.75,"Antartica"
72,70,-87.5,258.75,"Antartica"
73,70,-90,258.75,"Antartica"
65,71,-70,262.5,"Antartica"
66,71,-72.5,262.5,"Antartica"
67,71,-75,262.5,"Antartica"
68,71,-77.5,262.5,"Antartica"
69,71,-80,262.5,"Antartica"
70,71,-82.5,262.5,"Antartica"
71,71,-85,262.5,"Antartica"
72,71,-87.5,262.5,"Antartica"
73,71,-90,262.5,"Antartica"
65,72,-70,266.25,"Antartica"
66,72,-72.5,266.25,"Antartica"
67,72,-75,266.25,"Antartica"
68,72,-77.5,266.25,"Antartica"
69,72,-80,266.25,"Antartica"
70,72,-82.5,266.25,"Antartica"
71,72,-85,266.25,"Antartica"
72,72,-87.5,266.25,"Antartica"
73,72,-90,266.25,"Antartica"
64,73,-67.5,270,"Antartica"
65,73,-70,270,"Antartica"
66,73,-72.5,270,"Antartica"
67,73,-75,270,"Antartica"
68,73,-77.5,270,"Antartica"
69,73,-80,270,"Antartica"
70,73,-82.5,270,"Antartica"
71,73,-85,270,"Antartica"
72,73,-87.5,270,"Antartica"
73,73,-90,270,"Antartica"
65,74,-70,273.75,"Antartica"
66,74,-72.5,273.75,"Antartica"
67,74,-75,273.75,"Antartica"
68,74,-77.5,273.75,"Antartica"
69,74,-80,273.75,"Antartica"
70,74,-82.5,273.75,"Antartica"
71,74,-85,273.75,"Antartica"
72,74,-87.5,273.75,"Antartica"
73,74,-90,273.75,"Antartica"
65,75,-70,277.5,"Antartica"
66,75,-72.5,277.5,"Antartica"
67,75,-75,277.5,"Antartica"
68,75,-77.5,277.5,"Antartica"
69,75,-80,277.5,"Antartica"
70,75,-82.5,277.5,"Antartica"
71,75,-85,277.5,"Antartica"
72,75,-87.5,277.5,"Antartica"
73,75,-90,277.5,"Antartica"
64,76,-67.5,281.25,"Antartica"
65,76,-70,281.25,"Antartica"
66,76,-72.5,281.25,"Antartica"
67,76,-75,281.25,"Antartica"
68,76,-77.5,281.25,"Antartica"
69,76,-80,281.25,"Antartica"
70,76,-82.5,281.25,"Antartica"
71,76,-85,281.25,"Antartica"
72,76,-87.5,281.25,"Antartica"
73,76,-90,281.25,"Antartica"
64,77,-67.5,285,"Antartica"
65,77,-70,285,"Antartica"
66,77,-72.5,285,"Antartica"
67,77,-75,285,"Antartica"
68,77,-77.5,285,"Antartica"
69,77,-80,285,"Antartica"
70,77,-82.5,285,"Antartica"
71,77,-85,285,"Antartica"
72,77,-87.5,285,"Antartica"
73,77,-90,285,"Antartica"
64,78,-67.5,288.75,"Antartica"
65,78,-70,288.75,"Antartica"
66,78,-72.5,288.75,"Antartica"
67,78,-75,288.75,"Antartica"
68,78,-77.5,288.75,"Antartica"
69,78,-80,288.75,"Antartica"
70,78,-82.5,288.75,"Antartica"
71,78,-85,288.75,"Antartica"
72,78,-87.5,288.75,"Antartica"
73,78,-90,288.75,"Antartica"
64,79,-67.5,292.5,"Antartica"
65,79,-70,292.5,"Antartica"
66,79,-72.5,292.5,"Antartica"
67,79,-75,292.5,"Antartica"
68,79,-77.5,292.5,"Antartica"
69,79,-80,292.5,"Antartica"
70,79,-82.5,292.5,"Antartica"
71,79,-85,292.5,"Antartica"
72,79,-87.5,292.5,"Antartica"
73,79,-90,292.5,"Antartica"
65,80,-70,296.25,"Antartica"
66,80,-72.5,296.25,"Antartica"
67,80,-75,296.25,"Antartica"
68,80,-77.5,296.25,"Antartica"
69,80,-80,296.25,"Antartica"
70,80,-82.5,296.25,"Antartica"
71,80,-85,296.25,"Antartica"
72,80,-87.5,296.25,"Antartica"
73,80,-90,296.25,"Antartica"
65,81,-70,300,"Antartica"
66,81,-72.5,300,"Antartica"
67,81,-75,300,"Antartica"
68,81,-77.5,300,"Antartica"
69,81,-80,300,"Antartica"
70,81,-82.5,300,"Antartica"
71,81,-85,300,"Antartica"
72,81,-87.5,300,"Antartica"
73,81,-90,300,"Antartica"
64,82,-67.5,303.75,"Antartica"
65,82,-70,303.75,"Antartica"
66,82,-72.5,303.75,"Antartica"
67,82,-75,303.75,"Antartica"
68,82,-77.5,303.75,"Antartica"
69,82,-80,303.75,"Antartica"
70,82,-82.5,303.75,"Antartica"
71,82,-85,303.75,"Antartica"
72,82,-87.5,303.75,"Antartica"
73,82,-90,303.75,"Antartica"
65,83,-70,307.5,"Antartica"
66,83,-72.5,307.5,"Antartica"
67,83,-75,307.5,"Antartica"
68,83,-77.5,307.5,"Antartica"
69,83,-80,307.5,"Antartica"
70,83,-82.5,307.5,"Antartica"
71,83,-85,307.5,"Antartica"
72,83,-87.5,307.5,"Antartica"
73,83,-90,307.5,"Antartica"
64,84,-67.5,311.25,"Antartica"
65,84,-70,311.25,"Antartica"
66,84,-72.5,311.25,"Antartica"
67,84,-75,311.25,"Antartica"
68,84,-77.5,311.25,"Antartica"
69,84,-80,311.25,"Antartica"
70,84,-82.5,311.25,"Antartica"
71,84,-85,311.25,"Antartica"
72,84,-87.5,311.25,"Antartica"
73,84,-90,311.25,"Antartica"
64,85,-67.5,315,"Antartica"
65,85,-70,315,"Antartica"
66,85,-72.5,315,"Antartica"
67,85,-75,315,"Antartica"
68,85,-77.5,315,"Antartica"
69,85,-80,315,"Antartica"
70,85,-82.5,315,"Antartica"
71,85,-85,315,"Antartica"
72,85,-87.5,315,"Antartica"
73,85,-90,315,"Antartica"
65,86,-70,318.75,"Antartica"
66,86,-72.5,318.75,"Antartica"
67,86,-75,318.75,"Antartica"
68,86,-77.5,318.75,"Antartica"
69,86,-80,318.75,"Antartica"
70,86,-82.5,318.75,"Antartica"
71,86,-85,318.75,"Antartica"
72,86,-87.5,318.75,"Antartica"
73,86,-90,318.75,"Antartica"
65,87,-70,322.5,"Antartica"
66,87,-72.5,322.5,"Antartica"
67,87,-75,322.5,"Antartica"
68,87,-77.5,322.5,"Antartica"
69,87,-80,322.5,"Antartica"
70,87,-82.5,322.5,"Antartica"
71,87,-85,322.5,"Antartica"
72,87,-87.5,322.5,"Antartica"
73,87,-90,322.5,"Antartica"
65,88,-70,326.25,"Antartica"
66,88,-72.5,326.25,"Antartica"
67,88,-75,326.25,"Antartica"
68,88,-77.5,326.25,"Antartica"
69,88,-80,326.25,"Antartica"
70,88,-82.5,326.25,"Antartica"
71,88,-85,326.25,"Antartica"
72,88,-87.5,326.25,"Antartica"
73,88,-90,326.25,"Antartica"
65,89,-70,330,"Antartica"
66,89,-72.5,330,"Antartica"
67,89,-75,330,"Antartica"
68,89,-77.5,330,"Antartica"
69,89,-80,330,"Antartica"
70,89,-82.5,330,"Antartica"
71,89,-85,330,"Antartica"
72,89,-87.5,330,"Antartica"
73,89,-90,330,"Antartica"
65,90,-70,333.75,"Antartica"
66,90,-72.5,333.75,"Antartica"
67,90,-75,333.75,"Antartica"
68,90,-77.5,333.75,"Antartica"
69,90,-80,333.75,"Antartica"
70,90,-82.5,333.75,"Antartica"
71,90,-85,333.75,"Antartica"
72,90,-87.5,333.75,"Antartica"
73,90,-90,333.75,"Antartica"
66,91,-72.5,337.5,"Antartica"
67,91,-75,337.5,"Antartica"
68,91,-77.5,337.5,"Antartica"
69,91,-80,337.5,"Antartica"
70,91,-82.5,337.5,"Antartica"
71,91,-85,337.5,"Antartica"
72,91,-87.5,337.5,"Antartica"
73,91,-90,337.5,"Antartica"
66,92,-72.5,341.25,"Antartica"
67,92,-75,341.25,"Antartica"
71,92,-85,341.25,"Antartica"
72,92,-87.5,341.25,"Antartica"
73,92,-90,341.25,"Antartica"
66,93,-72.5,345,"Antartica"
71,93,-85,345,"Antartica"
72,93,-87.5,345,"Antartica"
73,93,-90,345,"Antartica"
71,94,-85,348.75,"Antartica"
72,94,-87.5,348.75,"Antartica"
73,94,-90,348.75,"Antartica"
71,95,-85,352.5,"Antartica"
72,95,-87.5,352.5,"Antartica"
73,95,-90,352.5,"Antartica"
72,96,-87.5,356.25,"Antartica"
73,96,-90,356.25,"Antartica"
11,43,65,157.5,"Europe"
11,44,65,161.25,"Europe"
15,46,55,168.75,"Europe"
16,46,52.5,168.75,"Europe"
14,47,57.5,172.5,"Europe"
15,47,55,172.5,"Europe"
20,47,42.5,172.5,"Europe"
21,47,40,172.5,"Europe"
22,47,37.5,172.5,"Europe"
15,48,55,176.25,"Europe"
16,48,52.5,176.25,"Europe"
18,48,47.5,176.25,"Europe"
20,48,42.5,176.25,"Europe"
21,48,40,176.25,"Europe"
17,49,50,180,"Europe"
18,49,47.5,180,"Europe"
19,49,45,180,"Europe"
20,49,42.5,180,"Europe"
12,50,62.5,183.75,"Europe"
16,50,52.5,183.75,"Europe"
17,50,50,183.75,"Europe"
18,50,47.5,183.75,"Europe"
19,50,45,183.75,"Europe"
12,51,62.5,187.5,"Europe"
13,51,60,187.5,"Europe"
14,51,57.5,187.5,"Europe"
15,51,55,187.5,"Europe"
16,51,52.5,187.5,"Europe"
17,51,50,187.5,"Europe"
18,51,47.5,187.5,"Europe"
19,51,45,187.5,"Europe"
20,51,42.5,187.5,"Europe"
21,51,40,187.5,"Europe"
5,52,80,191.25,"Europe"
11,52,65,191.25,"Europe"
12,52,62.5,191.25,"Europe"
13,52,60,191.25,"Europe"
14,52,57.5,191.25,"Europe"
15,52,55,191.25,"Europe"
16,52,52.5,191.25,"Europe"
17,52,50,191.25,"Europe"
18,52,47.5,191.25,"Europe"
20,52,42.5,191.25,"Europe"
5,53,80,195,"Europe"
10,53,67.5,195,"Europe"
11,53,65,195,"Europe"
12,53,62.5,195,"Europe"
13,53,60,195,"Europe"
15,53,55,195,"Europe"
16,53,52.5,195,"Europe"
17,53,50,195,"Europe"
18,53,47.5,195,"Europe"
19,53,45,195,"Europe"
21,53,40,195,"Europe"
5,54,80,198.75,"Europe"
9,54,70,198.75,"Europe"
10,54,67.5,198.75,"Europe"
11,54,65,198.75,"Europe"
15,54,55,198.75,"Europe"
16,54,52.5,198.75,"Europe"
17,54,50,198.75,"Europe"
18,54,47.5,198.75,"Europe"
19,54,45,198.75,"Europe"
20,54,42.5,198.75,"Europe"
21,54,40,198.75,"Europe"
9,55,70,202.5,"Europe"
10,55,67.5,202.5,"Europe"
11,55,65,202.5,"Europe"
12,55,62.5,202.5,"Europe"
13,55,60,202.5,"Europe"
14,55,57.5,202.5,"Europe"
15,55,55,202.5,"Europe"
16,55,52.5,202.5,"Europe"
17,55,50,202.5,"Europe"
18,55,47.5,202.5,"Europe"
19,55,45,202.5,"Europe"
20,55,42.5,202.5,"Europe"
5,56,80,206.25,"Europe"
9,56,70,206.25,"Europe"
10,56,67.5,206.25,"Europe"
11,56,65,206.25,"Europe"
12,56,62.5,206.25,"Europe"
13,56,60,206.25,"Europe"
14,56,57.5,206.25,"Europe"
15,56,55,206.25,"Europe"
16,56,52.5,206.25,"Europe"
17,56,50,206.25,"Europe"
18,56,47.5,206.25,"Europe"
19,56,45,206.25,"Europe"
9,57,70,210,"Europe"
10,57,67.5,210,"Europe"
11,57,65,210,"Europe"
12,57,62.5,210,"Europe"
13,57,60,210,"Europe"
14,57,57.5,210,"Europe"
15,57,55,210,"Europe"
16,57,52.5,210,"Europe"
17,57,50,210,"Europe"
18,57,47.5,210,"Europe"
9,58,70,213.75,"Europe"
10,58,67.5,213.75,"Europe"
11,58,65,213.75,"Europe"
12,58,62.5,213.75,"Europe"
13,58,60,213.75,"Europe"
14,58,57.5,213.75,"Europe"
15,58,55,213.75,"Europe"
16,58,52.5,213.75,"Europe"
17,58,50,213.75,"Europe"
18,58,47.5,213.75,"Europe"
10,59,67.5,217.5,"Europe"
11,59,65,217.5,"Europe"
12,59,62.5,217.5,"Europe"
13,59,60,217.5,"Europe"
14,59,57.5,217.5,"Europe"
15,59,55,217.5,"Europe"
16,59,52.5,217.5,"Europe"
17,59,50,217.5,"Europe"
18,59,47.5,217.5,"Europe"
19,59,45,217.5,"Europe"
11,60,65,221.25,"Europe"
12,60,62.5,221.25,"Europe"
13,60,60,221.25,"Europe"
14,60,57.5,221.25,"Europe"
15,60,55,221.25,"Europe"
16,60,52.5,221.25,"Europe"
17,60,50,221.25,"Europe"
18,60,47.5,221.25,"Europe"
19,60,45,221.25,"Europe"
10,61,67.5,225,"Europe"
11,61,65,225,"Europe"
12,61,62.5,225,"Europe"
13,61,60,225,"Europe"
14,61,57.5,225,"Europe"
15,61,55,225,"Europe"
16,61,52.5,225,"Europe"
17,61,50,225,"Europe"
18,61,47.5,225,"Europe"
19,61,45,225,"Europe"
20,61,42.5,225,"Europe"
10,62,67.5,228.75,"Europe"
11,62,65,228.75,"Europe"
12,62,62.5,228.75,"Europe"
13,62,60,228.75,"Europe"
14,62,57.5,228.75,"Europe"
15,62,55,228.75,"Europe"
16,62,52.5,228.75,"Europe"
8,63,72.5,232.5,"Europe"
10,63,67.5,232.5,"Europe"
11,63,65,232.5,"Europe"
12,63,62.5,232.5,"Europe"
13,63,60,232.5,"Europe"
14,63,57.5,232.5,"Europe"
15,63,55,232.5,"Europe"
16,63,52.5,232.5,"Europe"
4,64,82.5,236.25,"Europe"
10,64,67.5,236.25,"Europe"
11,64,65,236.25,"Europe"
12,64,62.5,236.25,"Europe"
13,64,60,236.25,"Europe"
15,64,55,236.25,"Europe"
16,64,52.5,236.25,"Europe"
9,65,70,240,"Europe"
10,65,67.5,240,"Europe"
6,66,77.5,243.75,"Europe"
31,44,15,161.25,"Africa"
26,45,27.5,165,"Africa"
27,45,25,165,"Africa"
28,45,22.5,165,"Africa"
29,45,20,165,"Africa"
30,45,17.5,165,"Africa"
31,45,15,165,"Africa"
32,45,12.5,165,"Africa"
33,45,10,165,"Africa"
25,46,30,168.75,"Africa"
26,46,27.5,168.75,"Africa"
27,46,25,168.75,"Africa"
28,46,22.5,168.75,"Africa"
29,46,20,168.75,"Africa"
30,46,17.5,168.75,"Africa"
31,46,15,168.75,"Africa"
32,46,12.5,168.75,"Africa"
33,46,10,168.75,"Africa"
34,46,7.5,168.75,"Africa"
23,47,35,172.5,"Africa"
24,47,32.5,172.5,"Africa"
25,47,30,172.5,"Africa"
26,47,27.5,172.5,"Africa"
27,47,25,172.5,"Africa"
28,47,22.5,172.5,"Africa"
29,47,20,172.5,"Africa"
30,47,17.5,172.5,"Africa"
31,47,15,172.5,"Africa"
32,47,12.5,172.5,"Africa"
33,47,10,172.5,"Africa"
34,47,7.5,172.5,"Africa"
23,48,35,176.25,"Africa"
24,48,32.5,176.25,"Africa"
25,48,30,176.25,"Africa"
26,48,27.5,176.25,"Africa"
