"Lat","Lon","Cont","Lat_d","Lon_d"
"21","12","Europe",40,41.25
"22","12","Europe",37.5,41.25
"23","12","Europe",35,41.25
"30","12","Europe",17.5,41.25
"41","13","Europe",-10,45
"42","13","Europe",-12.5,45
"43","13","Europe",-15,45
"44","13","Europe",-17.5,45
"45","13","Europe",-20,45
"46","13","Europe",-22.5,45
"47","13","Europe",-25,45
"49","13","Europe",-30,45
"50","13","Europe",-32.5,45
"51","13","Europe",-35,45
"52","13","Europe",-37.5,45
"53","13","Europe",-40,45
"54","14","Europe",-42.5,48.75
"55","14","Europe",-45,48.75
"63","14","Europe",-65,48.75
"64","14","Europe",-67.5,48.75
"65","14","Europe",-70,48.75
"66","14","Europe",-72.5,48.75
"67","14","Europe",-75,48.75
"68","14","Europe",-77.5,48.75
"69","14","Europe",-80,48.75
"70","14","Europe",-82.5,48.75
"71","14","Europe",-85,48.75
"72","14","Europe",-87.5,48.75
"73","14","Europe",-90,48.75
"1","15","Europe",90,52.5
"2","15","Europe",87.5,52.5
"11","16","Europe",65,56.25
"12","16","Europe",62.5,56.25
"13","16","Europe",60,56.25
"14","16","Europe",57.5,56.25
"16","16","Europe",52.5,56.25
"17","16","Europe",50,56.25
"18","16","Europe",47.5,56.25
"19","16","Europe",45,56.25
"20","16","Europe",42.5,56.25
"21","16","Europe",40,56.25
"22","16","Europe",37.5,56.25
"23","16","Europe",35,56.25
"24","16","Europe",32.5,56.25
"25","16","Europe",30,56.25
"35","17","Europe",5,60
"36","17","Europe",2.5,60
"37","17","Europe",0,60
"39","17","Europe",-5,60
"40","17","Europe",-7.5,60
"41","17","Europe",-10,60
"42","17","Europe",-12.5,60
"43","17","Europe",-15,60
"44","17","Europe",-17.5,60
"45","17","Europe",-20,60
"46","17","Europe",-22.5,60
"47","17","Europe",-25,60
"48","17","Europe",-27.5,60
"54","18","Europe",-42.5,63.75
"58","18","Europe",-52.5,63.75
"59","18","Europe",-55,63.75
"62","18","Europe",-62.5,63.75
"63","18","Europe",-65,63.75
"64","18","Europe",-67.5,63.75
"65","18","Europe",-70,63.75
"66","18","Europe",-72.5,63.75
"67","18","Europe",-75,63.75
"68","18","Europe",-77.5,63.75
"69","18","Europe",-80,63.75
"70","18","Europe",-82.5,63.75
"3","20","Europe",85,71.25
"4","20","Europe",82.5,71.25
"5","20","Europe",80,71.25
"8","20","Europe",72.5,71.25
"9","20","Europe",70,71.25
"10","20","Europe",67.5,71.25
"11","20","Europe",65,71.25
"12","20","Europe",62.5,71.25
"13","20","Europe",60,71.25
"14","20","Europe",57.5,71.25
"15","20","Europe",55,71.25
"16","20","Europe",52.5,71.25
"17","20","Europe",50,71.25
"18","20","Europe",47.5,71.25
"19","20","Europe",45,71.25
"20","20","Europe",42.5,71.25
"21","20","Europe",40,71.25
"26","21","Europe",27.5,75
"28","21","Europe",22.5,75
"30","21","Europe",17.5,75
"31","21","Europe",15,75
"32","21","Europe",12.5,75
"33","21","Europe",10,75
"34","21","Europe",7.5,75
"35","21","Europe",5,75
"36","21","Europe",2.5,75
"37","21","Europe",0,75
"38","21","Europe",-2.5,75
"39","21","Europe",-5,75
"40","21","Europe",-7.5,75
"41","21","Europe",-10,75
"42","21","Europe",-12.5,75
"43","21","Europe",-15,75
"44","21","Europe",-17.5,75
"52","22","Europe",-37.5,78.75
"53","22","Europe",-40,78.75
"54","22","Europe",-42.5,78.75
"55","22","Europe",-45,78.75
"56","22","Europe",-47.5,78.75
"57","22","Europe",-50,78.75
"58","22","Europe",-52.5,78.75
"59","22","Europe",-55,78.75
"60","22","Europe",-57.5,78.75
"61","22","Europe",-60,78.75
"62","22","Europe",-62.5,78.75
"63","22","Europe",-65,78.75
"64","22","Europe",-67.5,78.75
"1","24","Europe",90,86.25
"2","24","Europe",87.5,86.25
"3","24","Europe",85,86.25
"4","24","Europe",82.5,86.25
"5","24","Europe",80,86.25
"6","24","Europe",77.5,86.25
"7","24","Europe",75,86.25
"8","24","Europe",72.5,86.25
"9","24","Europe",70,86.25
"10","24","Europe",67.5,86.25
"11","24","Europe",65,86.25
"12","24","Europe",62.5,86.25
"13","24","Europe",60,86.25
"14","24","Europe",57.5,86.25
"25","25","Europe",30,90
"26","25","Europe",27.5,90
"27","25","Europe",25,90
"29","25","Europe",20,90
"30","25","Europe",17.5,90
"31","25","Europe",15,90
"32","25","Europe",12.5,90
"35","25","Europe",5,90
"36","25","Europe",2.5,90
"37","25","Europe",0,90
"46","26","Europe",-22.5,93.75
"47","26","Europe",-25,93.75
"48","26","Europe",-27.5,93.75
"50","26","Europe",-32.5,93.75
"51","26","Europe",-35,93.75
"53","26","Europe",-40,93.75
"54","26","Europe",-42.5,93.75
"60","26","Europe",-57.5,93.75
"69","27","Europe",-80,97.5
"70","27","Europe",-82.5,97.5
"73","27","Europe",-90,97.5
"2","28","Europe",87.5,101.25
"3","28","Europe",85,101.25
"19","29","Europe",45,105
"23","29","Africa",35,105
"42","30","Africa",-12.5,108.75
"43","30","Africa",-15,108.75
"44","30","Africa",-17.5,108.75
"45","30","Africa",-20,108.75
"46","30","Africa",-22.5,108.75
"65","31","Africa",-70,112.5
"66","31","Africa",-72.5,112.5
"67","31","Africa",-75,112.5
"68","31","Africa",-77.5,112.5
"69","31","Africa",-80,112.5
"70","31","Africa",-82.5,112.5
"72","31","Africa",-87.5,112.5
"14","33","Africa",57.5,120
"15","33","Africa",55,120
"16","33","Africa",52.5,120
"17","33","Africa",50,120
"18","33","Africa",47.5,120
"19","33","Africa",45,120
"20","33","Africa",42.5,120
"21","33","Africa",40,120
"22","33","Africa",37.5,120
"23","33","Africa",35,120
"24","33","Africa",32.5,120
"25","33","Africa",30,120
"36","34","Africa",2.5,123.75
"37","34","Africa",0,123.75
"38","34","Africa",-2.5,123.75
"39","34","Africa",-5,123.75
"40","34","Africa",-7.5,123.75
"41","34","Africa",-10,123.75
"42","34","Africa",-12.5,123.75
"43","34","Africa",-15,123.75
"44","34","Africa",-17.5,123.75
"45","34","Africa",-20,123.75
"46","34","Africa",-22.5,123.75
"47","34","Africa",-25,123.75
"48","34","Africa",-27.5,123.75
"59","35","Africa",-55,127.5
"60","35","Africa",-57.5,127.5
"61","35","Africa",-60,127.5
"62","35","Africa",-62.5,127.5
"63","35","Africa",-65,127.5
"64","35","Africa",-67.5,127.5
"65","35","Africa",-70,127.5
"66","35","Africa",-72.5,127.5
"67","35","Africa",-75,127.5
"68","35","Africa",-77.5,127.5
"69","35","Africa",-80,127.5
"70","35","Africa",-82.5,127.5
"71","35","Africa",-85,127.5
"9","37","Africa",70,135
"10","37","Africa",67.5,135
"11","37","Africa",65,135
"12","37","Africa",62.5,135
"13","37","Africa",60,135
"14","37","Africa",57.5,135
"15","37","Africa",55,135
"16","37","Africa",52.5,135
"17","37","Africa",50,135
"18","37","Africa",47.5,135
"19","37","Africa",45,135
"20","37","Africa",42.5,135
"21","37","Africa",40,135
"22","37","Africa",37.5,135
"32","38","Africa",12.5,138.75
"33","38","Africa",10,138.75
"34","38","Africa",7.5,138.75
"35","38","Africa",5,138.75
"36","38","Africa",2.5,138.75
"37","38","Africa",0,138.75
"38","38","Africa",-2.5,138.75
"39","38","Africa",-5,138.75
"40","38","Africa",-7.5,138.75
"41","38","Africa",-10,138.75
"42","38","Africa",-12.5,138.75
"43","38","Africa",-15,138.75
"44","38","Africa",-17.5,138.75
"45","38","Africa",-20,138.75
"55","39","Africa",-45,142.5
"56","39","Africa",-47.5,142.5
"57","39","Africa",-50,142.5
"58","39","Africa",-52.5,142.5
"59","39","Africa",-55,142.5
"60","39","Africa",-57.5,142.5
"61","39","Africa",-60,142.5
"62","39","Africa",-62.5,142.5
"63","39","Africa",-65,142.5
"64","39","Africa",-67.5,142.5
"65","39","Africa",-70,142.5
"66","39","Africa",-72.5,142.5
"67","39","Africa",-75,142.5
"68","39","Africa",-77.5,142.5
"4","41","Africa",82.5,150
"5","41","Africa",80,150
"6","41","Africa",77.5,150
"7","41","Africa",75,150
"8","41","Africa",72.5,150
"9","41","Africa",70,150
"10","41","Africa",67.5,150
"11","41","Africa",65,150
"12","41","Africa",62.5,150
"13","41","Africa",60,150
"14","41","Africa",57.5,150
"15","41","Africa",55,150
"16","41","Africa",52.5,150
"17","41","Africa",50,150
"18","41","Africa",47.5,150
"19","41","Africa",45,150
"28","42","Africa",22.5,153.75
"29","42","Africa",20,153.75
"30","42","Africa",17.5,153.75
"31","42","Africa",15,153.75
"32","42","Africa",12.5,153.75
"33","42","Africa",10,153.75
"34","42","Africa",7.5,153.75
"35","42","Africa",5,153.75
"36","42","Africa",2.5,153.75
"37","42","Africa",0,153.75
"38","42","Africa",-2.5,153.75
"39","42","Africa",-5,153.75
"40","42","Africa",-7.5,153.75
"41","42","Africa",-10,153.75
"42","42","Africa",-12.5,153.75
"43","42","Africa",-15,153.75
"51","43","Africa",-35,157.5
"52","43","Africa",-37.5,157.5
"53","43","Africa",-40,157.5
"54","43","Africa",-42.5,157.5
"55","43","Africa",-45,157.5
"56","43","Africa",-47.5,157.5
"57","43","Africa",-50,157.5
"58","43","Africa",-52.5,157.5
"59","43","Africa",-55,157.5
"60","43","Africa",-57.5,157.5
"61","43","Africa",-60,157.5
"62","43","Africa",-62.5,157.5
"63","43","Africa",-65,157.5
"64","43","Africa",-67.5,157.5
"65","43","Africa",-70,157.5
"66","43","Africa",-72.5,157.5
"67","43","Africa",-75,157.5
"68","43","Africa",-77.5,157.5
"2","45","Africa",87.5,165
"3","45","Africa",85,165
"4","45","Africa",82.5,165
"5","45","Africa",80,165
"6","45","Africa",77.5,165
"7","45","Africa",75,165
"8","45","Africa",72.5,165
"9","45","Africa",70,165
"10","45","Africa",67.5,165
"11","45","Africa",65,165
"12","45","Africa",62.5,165
"13","45","Africa",60,165
"14","45","Africa",57.5,165
"15","45","Africa",55,165
"16","45","Africa",52.5,165
"17","45","Africa",50,165
"27","46","Africa",25,168.75
"29","46","Africa",20,168.75
"30","46","Africa",17.5,168.75
"31","46","Africa",15,168.75
"32","46","Africa",12.5,168.75
"33","46","Africa",10,168.75
"34","46","Africa",7.5,168.75
"35","46","Africa",5,168.75
"36","46","Africa",2.5,168.75
"37","46","Africa",0,168.75
"38","46","Africa",-2.5,168.75
"39","46","Africa",-5,168.75
"40","46","Africa",-7.5,168.75
"54","47","Africa",-42.5,172.5
"55","47","Africa",-45,172.5
"56","47","Africa",-47.5,172.5
"57","47","Africa",-50,172.5
"58","47","Africa",-52.5,172.5
"59","47","Africa",-55,172.5
"60","47","Africa",-57.5,172.5
"61","47","Africa",-60,172.5
"62","47","Africa",-62.5,172.5
"3","49","Africa",85,180
"4","49","Africa",82.5,180
"5","49","Africa",80,180
"6","49","Africa",77.5,180
"7","49","Africa",75,180
"8","49","Africa",72.5,180
"9","49","Africa",70,180
"10","49","Africa",67.5,180
"11","49","Africa",65,180
"27","50","Africa",25,183.75
"28","50","Africa",22.5,183.75
"29","50","Africa",20,183.75
"30","50","Africa",17.5,183.75
"31","50","Africa",15,183.75
"32","50","Africa",12.5,183.75
"33","50","Africa",10,183.75
"34","50","Africa",7.5,183.75
"50","51","Africa",-32.5,187.5
"51","51","Africa",-35,187.5
"52","51","Africa",-37.5,187.5
"53","51","Africa",-40,187.5
"54","51","Africa",-42.5,187.5
"55","51","Africa",-45,187.5
"56","51","Africa",-47.5,187.5
"73","52","Africa",-90,191.25
"1","53","Africa",90,195
"2","53","Africa",87.5,195
"3","53","Africa",85,195
"4","53","Africa",82.5,195
"5","53","Africa",80,195
"6","53","Africa",77.5,195
"24","54","Africa",32.5,198.75
"25","54","Africa",30,198.75
"26","54","Africa",27.5,198.75
"27","54","Africa",25,198.75
"28","54","Africa",22.5,198.75
"29","54","Africa",20,198.75
"30","54","Africa",17.5,198.75
"47","55","Africa",-25,202.5
"48","55","Africa",-27.5,202.5
"49","55","Africa",-30,202.5
"50","55","Africa",-32.5,202.5
"51","55","Africa",-35,202.5
"52","55","Africa",-37.5,202.5
"53","55","Africa",-40,202.5
"69","56","Africa",-80,206.25
"70","56","Africa",-82.5,206.25
"71","56","Africa",-85,206.25
"72","56","Africa",-87.5,206.25
"73","56","Africa",-90,206.25
"1","57","Africa",90,210
"2","57","Africa",87.5,210
"3","57","Africa",85,210
"19","58","Africa",45,213.75
"20","58","Africa",42.5,213.75
"21","58","Africa",40,213.75
"22","58","Africa",37.5,213.75
"23","58","Africa",35,213.75
"24","58","Africa",32.5,213.75
"25","58","Africa",30,213.75
"28","58","Africa",22.5,213.75
"42","59","Africa",-12.5,217.5
"43","59","Africa",-15,217.5
"44","59","Africa",-17.5,217.5
"45","59","Africa",-20,217.5
"46","59","Africa",-22.5,217.5
"47","59","Africa",-25,217.5
"51","59","Africa",-35,217.5
"66","60","Africa",-72.5,221.25
"67","60","Africa",-75,221.25
"68","60","Africa",-77.5,221.25
"69","60","Africa",-80,221.25
"70","60","Africa",-82.5,221.25
"1","61","Africa",90,225
"16","62","Africa",52.5,228.75
"17","62","Africa",50,228.75
"18","62","Africa",47.5,228.75
"19","62","Africa",45,228.75
"20","62","Africa",42.5,228.75
"24","62","Africa",32.5,228.75
"39","63","Africa",-5,232.5
"40","63","Africa",-7.5,232.5
"41","63","Africa",-10,232.5
"42","63","Africa",-12.5,232.5
"43","63","Africa",-15,232.5
"63","64","Africa",-65,236.25
"64","64","Africa",-67.5,236.25
"65","64","Africa",-70,236.25
"13","66","Africa",60,243.75
"14","66","Africa",57.5,243.75
"15","66","Africa",55,243.75
